file,class,method,variable,usage
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/world/WorldListener.java,de.dhbw.tinf22b6.world.WorldListener,beginContact/1[de.dhbw.tinf22b6.world.Contact],contact,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/world/WorldListener.java,de.dhbw.tinf22b6.world.WorldListener,beginContact/1[de.dhbw.tinf22b6.world.Contact],cDef,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/world/WorldListener.java,de.dhbw.tinf22b6.world.WorldListener,"preSolve/2[de.dhbw.tinf22b6.world.Contact,de.dhbw.tinf22b6.world.Manifold]",oldManifold,0
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/world/WorldListener.java,de.dhbw.tinf22b6.world.WorldListener,"preSolve/2[de.dhbw.tinf22b6.world.Contact,de.dhbw.tinf22b6.world.Manifold]",contact,0
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/world/WorldListener.java,de.dhbw.tinf22b6.world.WorldListener,endContact/1[de.dhbw.tinf22b6.world.Contact],fixB,4
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/world/WorldListener.java,de.dhbw.tinf22b6.world.WorldListener,endContact/1[de.dhbw.tinf22b6.world.Contact],fixA,6
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/world/WorldListener.java,de.dhbw.tinf22b6.world.WorldListener,endContact/1[de.dhbw.tinf22b6.world.Contact],contact,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/world/WorldListener.java,de.dhbw.tinf22b6.world.WorldListener,endContact/1[de.dhbw.tinf22b6.world.Contact],cDef,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/enemy/Morglak.java,de.dhbw.tinf22b6.gameobject.enemy.Morglak,"Morglak/2[de.dhbw.tinf22b6.gameobject.enemy.Vector2,int[][]]",rawMap,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/enemy/Morglak.java,de.dhbw.tinf22b6.gameobject.enemy.Morglak,"Morglak/2[de.dhbw.tinf22b6.gameobject.enemy.Vector2,int[][]]",position,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/util/PlayerStatistics.java,de.dhbw.tinf22b6.util.PlayerStatistics,cycleWeapon/1[boolean],e,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/util/PlayerStatistics.java,de.dhbw.tinf22b6.util.PlayerStatistics,cycleWeapon/1[boolean],inventory,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/util/PlayerStatistics.java,de.dhbw.tinf22b6.util.PlayerStatistics,cycleWeapon/1[boolean],direction,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/util/PlayerStatistics.java,de.dhbw.tinf22b6.util.PlayerStatistics,reloadWeapons/0,weapon,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/util/PlayerStatistics.java,de.dhbw.tinf22b6.util.PlayerStatistics,removeCoins/1[int],coins,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/util/PlayerStatistics.java,de.dhbw.tinf22b6.util.PlayerStatistics,incrementGameTime/1[float],deltaTime,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/util/PlayerStatistics.java,de.dhbw.tinf22b6.util.PlayerStatistics,addCoins/1[int],coins,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/menu/Settings.java,de.dhbw.tinf22b6.ui.menu.Settings,"Settings/2[de.dhbw.tinf22b6.ui.menu.StageManager,de.dhbw.tinf22b6.ui.menu.Music]",sfxSlider,3
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/menu/Settings.java,de.dhbw.tinf22b6.ui.menu.Settings,"Settings/2[de.dhbw.tinf22b6.ui.menu.StageManager,de.dhbw.tinf22b6.ui.menu.Music]",btnBack,5
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/menu/Settings.java,de.dhbw.tinf22b6.ui.menu.Settings,"Settings/2[de.dhbw.tinf22b6.ui.menu.StageManager,de.dhbw.tinf22b6.ui.menu.Music]",scrollPane,4
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/menu/Settings.java,de.dhbw.tinf22b6.ui.menu.Settings,"Settings/2[de.dhbw.tinf22b6.ui.menu.StageManager,de.dhbw.tinf22b6.ui.menu.Music]",btnSelectRight,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/menu/Settings.java,de.dhbw.tinf22b6.ui.menu.Settings,"Settings/2[de.dhbw.tinf22b6.ui.menu.StageManager,de.dhbw.tinf22b6.ui.menu.Music]",contentTable,19
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/menu/Settings.java,de.dhbw.tinf22b6.ui.menu.Settings,"Settings/2[de.dhbw.tinf22b6.ui.menu.StageManager,de.dhbw.tinf22b6.ui.menu.Music]",btnInteract,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/menu/Settings.java,de.dhbw.tinf22b6.ui.menu.Settings,"Settings/2[de.dhbw.tinf22b6.ui.menu.StageManager,de.dhbw.tinf22b6.ui.menu.Music]",skin,22
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/menu/Settings.java,de.dhbw.tinf22b6.ui.menu.Settings,"Settings/2[de.dhbw.tinf22b6.ui.menu.StageManager,de.dhbw.tinf22b6.ui.menu.Music]",btnSelectUp,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/menu/Settings.java,de.dhbw.tinf22b6.ui.menu.Settings,"Settings/2[de.dhbw.tinf22b6.ui.menu.StageManager,de.dhbw.tinf22b6.ui.menu.Music]",stageManager,0
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/menu/Settings.java,de.dhbw.tinf22b6.ui.menu.Settings,"Settings/2[de.dhbw.tinf22b6.ui.menu.StageManager,de.dhbw.tinf22b6.ui.menu.Music]",l,3
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/menu/Settings.java,de.dhbw.tinf22b6.ui.menu.Settings,"Settings/2[de.dhbw.tinf22b6.ui.menu.StageManager,de.dhbw.tinf22b6.ui.menu.Music]",music,0
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/menu/Settings.java,de.dhbw.tinf22b6.ui.menu.Settings,"Settings/2[de.dhbw.tinf22b6.ui.menu.StageManager,de.dhbw.tinf22b6.ui.menu.Music]",btnInventory,3
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/menu/Settings.java,de.dhbw.tinf22b6.ui.menu.Settings,"Settings/2[de.dhbw.tinf22b6.ui.menu.StageManager,de.dhbw.tinf22b6.ui.menu.Music]",btnDodge,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/menu/Settings.java,de.dhbw.tinf22b6.ui.menu.Settings,"Settings/2[de.dhbw.tinf22b6.ui.menu.StageManager,de.dhbw.tinf22b6.ui.menu.Music]",btnSelectDown,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/menu/Settings.java,de.dhbw.tinf22b6.ui.menu.Settings,"Settings/2[de.dhbw.tinf22b6.ui.menu.StageManager,de.dhbw.tinf22b6.ui.menu.Music]",btnSelectLeft,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/menu/Settings.java,de.dhbw.tinf22b6.ui.menu.Settings,"Settings/2[de.dhbw.tinf22b6.ui.menu.StageManager,de.dhbw.tinf22b6.ui.menu.Music]",musicSlider,3
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/world/tiled/TiledSmoothableGraphPath.java,de.dhbw.tinf22b6.world.tiled.TiledSmoothableGraphPath,getNodePosition/1[int],node,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/world/tiled/TiledSmoothableGraphPath.java,de.dhbw.tinf22b6.world.tiled.TiledSmoothableGraphPath,getNodePosition/1[int],index,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/world/tiled/TiledSmoothableGraphPath.java,de.dhbw.tinf22b6.world.tiled.TiledSmoothableGraphPath,truncatePath/1[int],newLength,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/world/tiled/TiledSmoothableGraphPath.java,de.dhbw.tinf22b6.world.tiled.TiledSmoothableGraphPath,"swapNodes/2[int,int]",index1,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/world/tiled/TiledSmoothableGraphPath.java,de.dhbw.tinf22b6.world.tiled.TiledSmoothableGraphPath,"swapNodes/2[int,int]",index2,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/util/Controls.java,de.dhbw.tinf22b6.util.Controls,setupControls/0,preferences,12
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/interaction/WeaponBox.java,de.dhbw.tinf22b6.gameobject.interaction.WeaponBox,"WeaponBox/2[de.dhbw.tinf22b6.gameobject.interaction.Vector2,de.dhbw.tinf22b6.gameobject.interaction.Rectangle]",rectangle,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/interaction/WeaponBox.java,de.dhbw.tinf22b6.gameobject.interaction.WeaponBox,"WeaponBox/2[de.dhbw.tinf22b6.gameobject.interaction.Vector2,de.dhbw.tinf22b6.gameobject.interaction.Rectangle]",position,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/interaction/WeaponBox.java,de.dhbw.tinf22b6.gameobject.interaction.WeaponBox,interact/1[de.dhbw.tinf22b6.gameobject.Player],player,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/world/WorldType.java,de.dhbw.tinf22b6.world.WorldType,WorldType/1[java.lang.String],path,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/ingame/GameWonStage.java,de.dhbw.tinf22b6.ui.ingame.GameWonStage$Anonymous1,"clicked/3[de.dhbw.tinf22b6.ui.ingame.InputEvent,float,float]",x,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/ingame/GameWonStage.java,de.dhbw.tinf22b6.ui.ingame.GameWonStage$Anonymous1,"clicked/3[de.dhbw.tinf22b6.ui.ingame.InputEvent,float,float]",y,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/ingame/GameWonStage.java,de.dhbw.tinf22b6.ui.ingame.GameWonStage$Anonymous1,"clicked/3[de.dhbw.tinf22b6.ui.ingame.InputEvent,float,float]",event,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/ingame/GameWonStage.java,de.dhbw.tinf22b6.ui.ingame.GameWonStage$Anonymous2,"clicked/3[de.dhbw.tinf22b6.ui.ingame.InputEvent,float,float]",x,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/ingame/GameWonStage.java,de.dhbw.tinf22b6.ui.ingame.GameWonStage$Anonymous2,"clicked/3[de.dhbw.tinf22b6.ui.ingame.InputEvent,float,float]",y,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/ingame/GameWonStage.java,de.dhbw.tinf22b6.ui.ingame.GameWonStage$Anonymous2,"clicked/3[de.dhbw.tinf22b6.ui.ingame.InputEvent,float,float]",event,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/world/tiled/TiledNode.java,de.dhbw.tinf22b6.world.tiled.TiledNode,"TiledNode/4[int,int,int,de.dhbw.tinf22b6.world.tiled.Array<de.dhbw.tinf22b6.world.tiled.Connection<N>>]",x,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/world/tiled/TiledNode.java,de.dhbw.tinf22b6.world.tiled.TiledNode,"TiledNode/4[int,int,int,de.dhbw.tinf22b6.world.tiled.Array<de.dhbw.tinf22b6.world.tiled.Connection<N>>]",y,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/world/tiled/TiledNode.java,de.dhbw.tinf22b6.world.tiled.TiledNode,"TiledNode/4[int,int,int,de.dhbw.tinf22b6.world.tiled.Array<de.dhbw.tinf22b6.world.tiled.Connection<N>>]",type,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/world/tiled/TiledNode.java,de.dhbw.tinf22b6.world.tiled.TiledNode,"TiledNode/4[int,int,int,de.dhbw.tinf22b6.world.tiled.Array<de.dhbw.tinf22b6.world.tiled.Connection<N>>]",connections,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/ingame/InGameStageHandler.java,de.dhbw.tinf22b6.ui.ingame.InGameStageHandler,changeStage/1[java.lang.String],stageName,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/ingame/InGameStageHandler.java,de.dhbw.tinf22b6.ui.ingame.InGameStageHandler,"InGameStageHandler/2[de.dhbw.tinf22b6.ui.ingame.Game,de.dhbw.tinf22b6.screen.GameScreen]",game,3
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/ingame/InGameStageHandler.java,de.dhbw.tinf22b6.ui.ingame.InGameStageHandler,"InGameStageHandler/2[de.dhbw.tinf22b6.ui.ingame.Game,de.dhbw.tinf22b6.screen.GameScreen]",gameScreen,3
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/ingame/InGameStageHandler.java,de.dhbw.tinf22b6.ui.ingame.InGameStageHandler,"resize/2[int,int]",width,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ui/ingame/InGameStageHandler.java,de.dhbw.tinf22b6.ui.ingame.InGameStageHandler,"resize/2[int,int]",height,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ai/Box2DLocation.java,de.dhbw.tinf22b6.ai.Box2DLocation,setOrientation/1[float],orientation,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ai/Box2DLocation.java,de.dhbw.tinf22b6.ai.Box2DLocation,vectorToAngle/1[de.dhbw.tinf22b6.ai.Vector2],vector,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ai/Box2DLocation.java,de.dhbw.tinf22b6.ai.Box2DLocation,"angleToVector/2[de.dhbw.tinf22b6.ai.Vector2,float]",outVector,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/ai/Box2DLocation.java,de.dhbw.tinf22b6.ai.Box2DLocation,"angleToVector/2[de.dhbw.tinf22b6.ai.Vector2,float]",angle,1
/Users/martin/repos/Underwatch/game/core/src/test/de/dhbw/tinf22b6/world/WorldParserTest.java,de.dhbw.tinf22b6.world.WorldParserTest,setUp/0,walls,3
/Users/martin/repos/Underwatch/game/core/src/test/de/dhbw/tinf22b6/world/WorldParserTest.java,de.dhbw.tinf22b6.world.WorldParserTest,setUp/0,background,2
/Users/martin/repos/Underwatch/game/core/src/test/de/dhbw/tinf22b6/world/WorldParserTest.java,de.dhbw.tinf22b6.world.WorldParserTest,setUp/0,wall0,1
/Users/martin/repos/Underwatch/game/core/src/test/de/dhbw/tinf22b6/world/tiled/TiledMetricHeuristicTest.java,de.dhbw.tinf22b6.world.tiled.TiledMetricHeuristicTest,test_estimate/0,node,1
/Users/martin/repos/Underwatch/game/core/src/test/de/dhbw/tinf22b6/world/tiled/TiledMetricHeuristicTest.java,de.dhbw.tinf22b6.world.tiled.TiledMetricHeuristicTest,test_estimate/0,worldMap,2
/Users/martin/repos/Underwatch/game/core/src/test/de/dhbw/tinf22b6/world/tiled/TiledMetricHeuristicTest.java,de.dhbw.tinf22b6.world.tiled.TiledMetricHeuristicTest,test_estimate/0,heuristic,1
/Users/martin/repos/Underwatch/game/core/src/test/de/dhbw/tinf22b6/world/tiled/TiledMetricHeuristicTest.java,de.dhbw.tinf22b6.world.tiled.TiledMetricHeuristicTest,test_estimate/0,map,1
/Users/martin/repos/Underwatch/game/core/src/test/de/dhbw/tinf22b6/world/tiled/TiledMetricHeuristicTest.java,de.dhbw.tinf22b6.world.tiled.TiledMetricHeuristicTest,test_estimate/0,endNode,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/bullet/LaserBullet.java,de.dhbw.tinf22b6.gameobject.bullet.LaserBullet,render/1[de.dhbw.tinf22b6.gameobject.bullet.Batch],rotation,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/bullet/LaserBullet.java,de.dhbw.tinf22b6.gameobject.bullet.LaserBullet,render/1[de.dhbw.tinf22b6.gameobject.bullet.Batch],batch,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/bullet/LaserBullet.java,de.dhbw.tinf22b6.gameobject.bullet.LaserBullet,tick/1[float],tmp,4
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/bullet/LaserBullet.java,de.dhbw.tinf22b6.gameobject.bullet.LaserBullet,tick/1[float],delta,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/bullet/LaserBullet.java,de.dhbw.tinf22b6.gameobject.bullet.LaserBullet,"LaserBullet/3[de.dhbw.tinf22b6.gameobject.bullet.Vector2,float,short]",world,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/bullet/LaserBullet.java,de.dhbw.tinf22b6.gameobject.bullet.LaserBullet,"LaserBullet/3[de.dhbw.tinf22b6.gameobject.bullet.Vector2,float,short]",isLocked,3
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/bullet/LaserBullet.java,de.dhbw.tinf22b6.gameobject.bullet.LaserBullet,"LaserBullet/3[de.dhbw.tinf22b6.gameobject.bullet.Vector2,float,short]",angle,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/bullet/LaserBullet.java,de.dhbw.tinf22b6.gameobject.bullet.LaserBullet,"LaserBullet/3[de.dhbw.tinf22b6.gameobject.bullet.Vector2,float,short]",position,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/bullet/LaserBullet.java,de.dhbw.tinf22b6.gameobject.bullet.LaserBullet,"LaserBullet/3[de.dhbw.tinf22b6.gameobject.bullet.Vector2,float,short]",fixtureDef,4
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/bullet/LaserBullet.java,de.dhbw.tinf22b6.gameobject.bullet.LaserBullet,"LaserBullet/3[de.dhbw.tinf22b6.gameobject.bullet.Vector2,float,short]",polygonShape,3
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/bullet/LaserBullet.java,de.dhbw.tinf22b6.gameobject.bullet.LaserBullet,"LaserBullet/3[de.dhbw.tinf22b6.gameobject.bullet.Vector2,float,short]",mask,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/Teleporter.java,de.dhbw.tinf22b6.gameobject.Teleporter,"Teleporter/3[de.dhbw.tinf22b6.gameobject.Vector2,de.dhbw.tinf22b6.gameobject.Rectangle,java.lang.String]",destination,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/Teleporter.java,de.dhbw.tinf22b6.gameobject.Teleporter,"Teleporter/3[de.dhbw.tinf22b6.gameobject.Vector2,de.dhbw.tinf22b6.gameobject.Rectangle,java.lang.String]",rectangle,6
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/Teleporter.java,de.dhbw.tinf22b6.gameobject.Teleporter,"Teleporter/3[de.dhbw.tinf22b6.gameobject.Vector2,de.dhbw.tinf22b6.gameobject.Rectangle,java.lang.String]",position,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/Teleporter.java,de.dhbw.tinf22b6.gameobject.Teleporter,"Teleporter/3[de.dhbw.tinf22b6.gameobject.Vector2,de.dhbw.tinf22b6.gameobject.Rectangle,java.lang.String]",fixtureDef,4
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/Teleporter.java,de.dhbw.tinf22b6.gameobject.Teleporter,"Teleporter/3[de.dhbw.tinf22b6.gameobject.Vector2,de.dhbw.tinf22b6.gameobject.Rectangle,java.lang.String]",polygonShape,3
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/util/SteeringUtils.java,de.dhbw.tinf22b6.util.SteeringUtils,vectorToAngle/1[de.dhbw.tinf22b6.util.Vector2],vector,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/util/SteeringUtils.java,de.dhbw.tinf22b6.util.SteeringUtils,"angleToVector/2[de.dhbw.tinf22b6.util.Vector2,float]",outVector,3
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/util/SteeringUtils.java,de.dhbw.tinf22b6.util.SteeringUtils,"angleToVector/2[de.dhbw.tinf22b6.util.Vector2,float]",angle,2
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/enemy/Skeleton.java,de.dhbw.tinf22b6.gameobject.enemy.Skeleton,"Skeleton/2[de.dhbw.tinf22b6.gameobject.enemy.Vector2,int[][]]",rawMap,1
/Users/martin/repos/Underwatch/game/core/src/main/de/dhbw/tinf22b6/gameobject/enemy/Skeleton.java,de.dhbw.tinf22b6.gameobject.enemy.Skeleton,"Skeleton/2[de.dhbw.tinf22b6.gameobject.enemy.Vector2,int[][]]",position,1
/Users/martin/repos/Underwatch/game/core/src/test/de/dhbw/tinf22b6/world/tiled/TiledSmoothableGraphPathTest.java,de.dhbw.tinf22b6.world.tiled.TiledSmoothableGraphPathTest,test_Truncate/0,path,3
/Users/martin/repos/Underwatch/game/core/src/test/de/dhbw/tinf22b6/world/tiled/TiledSmoothableGraphPathTest.java,de.dhbw.tinf22b6.world.tiled.TiledSmoothableGraphPathTest,test_Truncate/0,node,2
/Users/martin/repos/Underwatch/game/core/src/test/de/dhbw/tinf22b6/world/tiled/TiledSmoothableGraphPathTest.java,de.dhbw.tinf22b6.world.tiled.TiledSmoothableGraphPathTest,test_Truncate/0,worldMap,5
/Users/martin/repos/Underwatch/game/core/src/test/de/dhbw/tinf22b6/world/tiled/TiledSmoothableGraphPathTest.java,de.dhbw.tinf22b6.world.tiled.TiledSmoothableGraphPathTest,test_Truncate/0,pathFinder,1
/Users/martin/repos/Underwatch/game/core/src/test/de/dhbw/tinf22b6/world/tiled/TiledSmoothableGraphPathTest.java,de.dhbw.tinf22b6.world.tiled.TiledSmoothableGraphPathTest,test_Truncate/0,startNode,3
/Users/martin/repos/Underwatch/game/core/src/test/de/dhbw/tinf22b6/world/tiled/TiledSmoothableGraphPathTest.java,de.dhbw.tinf22b6.world.tiled.TiledSmoothableGraphPathTest,test_Truncate/0,heuristic,1
/Users/martin/repos/Underwatch/game/core/src/test/de/dhbw/tinf22b6/world/tiled/TiledSmoothableGraphPathTest.java,de.dhbw.tinf22b6.world.tiled.TiledSmoothableGraphPathTest,test_Truncate/0,pathSmoother,0
/Users/martin/repos/Underwatch/game/core/src/test/de/dhbw/tinf22b6/world/tiled/TiledSmoothableGraphPathTest.java,de.dhbw.tinf22b6.world.tiled.TiledSmoothableGraphPathTest,test_Truncate/0,map,1
/Users/martin/repos/Underwatch/game/core/src/test/de/dhbw/tinf22b6/world/tiled/TiledSmoothableGraphPathTest.java,de.dhbw.tinf22b6.world.tiled.TiledSmoothableGraphPathTest,test_Truncate/0,endNode,4
/Users/martin/repos/Underwatch/game/core/src/test/de/dhbw/tinf22b6/world/tiled/TiledSmoothableGraphPathTest.java,de.dhbw.tinf22b6.world.tiled.TiledSmoothableGraphPathTest,test_ToString/0,path,2
/Users/martin/repos/Underwatch/game/core/src/test/de/dhbw/tinf22b6/world/tiled/TiledSmoothableGraphPathTest.java,de.dhbw.tinf22b6.world.tiled.TiledSmoothableGraphPathTest,test_ToString/0,node,2
/Users/martin/repos/Underwatch/game/core/src/test/de/dhbw/tinf22b6/world/tiled/TiledSmoothableGraphPathTest.java,de.dhbw.tinf22b6.world.tiled.TiledSmoothableGraphPathTest,test_ToString/0,worldMap,5
